latitude,longitude,dep,name,Region.num,x,y
50.027991,-5.240468,"ə, ʌ",Mullion,Co 7,167.943733069843,19.3087770040063
50.076007,-5.626154,"ə, ʌ",St Buryan,Co 6,140.589359507805,25.9147380732226
50.187582,-5.370383,"ə, ʌ",Gwinear,Co 5,159.443574230953,37.4579041630802
50.282002,-4.840752,ʊ,St Ewe,Co 4,197.639475907542,46.3779512355886
50.346039,-3.682552,"ə, ʌ",Blackawton,D 11,280.29877609666,50.9908318960522
50.421219,-3.96414,"ə, ʌ",Cornwood,D 10,260.48799755494,59.8395760697026
50.508415,-4.790314,ʊ,Egloshayle,Co 3,202.176970952009,71.4096682695489
50.574983,-3.81225,"ə, ʌ",Widecombe-in-the-Moor,D 9,271.693318044532,76.660022246683
50.577706,-4.097848,"ə, ʌ",Peter Tavy,D 8,251.483265286542,77.4958694191852
50.596439,-1.26302,"ə, ʌ",Whitwell,Ha 7,452.155622530431,77.7371582519854
50.606127,-4.512319,"ə, ʌ",Altarnun,Co 2,222.251308989395,81.5676106265658
50.616444,-2.06195,"ə, ʌ",Kingston,Do 5,395.617671901426,79.7040858944823
50.667967,-3.535299,"ə, ʌ",Kennford,D 7,291.514544669773,86.5553357202129
50.671133,-2.563294,"ə, ʌ",Portesham,Do 4,360.199066120934,85.9343211954479
50.725834,-3.910826,"ə, ʌ",South Zeal,D 6,265.147329972885,93.6061533234335
50.754717,-2.857273,"ə, ʌ",Whitchurch Canonicorum,Do 3,339.535132731962,95.4269048223966
50.779847,-3.222883,"ə, ʌ",Gittisham,D 5,313.794921707535,98.583530966696
50.82642,-1.701727,"ə, ʌ",Burley,Ha 6,421.005660080149,103.091633381238
50.8317,-2.329,"ə, ʌ",Ansty,Do 2,376.833031291119,103.68790244381
50.847426,0.097874,"ə, ʌ",Firle,Sx 6,547.668423037376,107.481766896555
50.877069,-4.482512,"ə, ʌ",Kilkhampton,Co 1,225.371055274142,111.616759524873
50.897815,-3.833946,"ə, ʌ",Chawleigh,D 4,271.047131942716,112.589558271913
50.912859,-2.795911,"ə, ʌ",Merriott,So 13,344.052427813628,112.962173333076
50.927046,-0.609178,"ə, ʌ",Sutton,Sx 3,497.735053165217,115.159039646248
50.931636,-1.086495,"ə, ʌ",Hambledon,Ha 5,464.187719372521,115.145701372492
50.93361,0.243262,ʊ,Horam,Sx 5,557.609963493227,117.364008352452
50.9516,-2.000834,"ə, ʌ",Sixpenny Handley,Do 1,399.941423307556,116.968268485378
50.966687,-3.113596,"ə, ʌ",Pitminster,So 12,321.811984353879,119.236095430684
50.970644,-0.86665,"ə, ʌ",(East) Harting,Sx 2,479.568188965555,119.697198281634
50.976335,-4.171064,"ə, ʌ",Weare Giffard,D 3,247.601965584939,121.962263718326
50.992464,0.033713,"ə, ʌ",Fletching,Sx 4,542.708057498425,123.480533085466
51.013156,-1.647986,"ə, ʌ",Whiteparish,W 9,424.691295041532,123.871873357405
51.013355,-2.42717,"ə, ʌ",Horsington,So 11,370.037189255659,123.921863644254
51.033234,0.816376,"ə, ʌ",Appledore,K 7,597.447252029997,129.819924453958
51.043532,-2.929939,"ə, ʌ",Stoke St. Gregory,So 10,334.814481658332,127.601943537412
51.052032,-3.97222,"ə, ʌ",Swimbridge,D 2,261.783912279841,129.986101524166
51.059856,-1.993764,"ə, ʌ",Fovant,W 8,400.436972459373,129.005735149352
51.075116,-3.500705,"ə, ʌ",Brompton Regis,So 9,294.878855849906,131.773685107047
51.078178,-1.486981,"ə, ʌ",King's Somborne,Ha 3,435.934261556277,131.168203617316
51.090632,-1.161219,"ə, ʌ",New Alresford,Ha 4,458.736112757045,132.762432041185
51.090843,-0.34712,"ə, ʌ",Warnham,Sx 1,515.740823075864,133.750572927533
51.108187,-3.649063,"ə, ʌ",Withypool,So 8,284.569648372005,135.67299517284
51.11306,0.457947,"ə, ʌ",Goudhurst,K 6,572.026017455656,137.794734052036
51.127849,-3.291264,"ə, ʌ",Stogumber,So 7,309.652040984166,137.358946464
51.150417,-0.712899,"ə, ʌ",Thursley,Sr 5,490.012788460881,139.863199162146
51.179217,-2.151269,"ə, ʌ",Sutton Veny,W 7,389.42747531279,142.289110286837
51.17958,-3.138084,"ə, ʌ",Stogursey,So 6,320.458513730447,142.934121598207
51.1797,-3.521062,"ə, ʌ",Wootton Courtenay,So 5,293.693361395784,143.431463435793
51.181289,-0.357745,"ə, ʌ",Coldharbour,Sr 3,514.772363705894,143.790349852085
51.18264,1.16917,"ə, ʌ",Denton,K 5,621.459823280614,147.433130221267
51.188321,-3.909505,"ə, ʌ",Parracombe,D 1,266.572003639528,145.023354018572
51.191485,-0.113074,"ə, ʌ",Outwood,Sr 4,531.841364542989,145.334401854693
51.228772,-2.81108,"ə, ʌ",Wedmore,So 3,343.373014649738,148.101155618498
51.236308,-2.448202,"ə, ʌ",Coleford,So 4,368.712939604845,148.722068786737
51.240295,-1.785885,"ə, ʌ",Netheravon,W 6,414.945183725492,149.091774117045
51.244295,0.759441,ʊ,Warren Street,K 4,592.575764828057,153.132356383634
51.249651,-1.507402,"ə, ʌ",Hatherden,Ha 1,434.376191573142,150.225622300051
51.250869,-1.188708,"ə, ʌ",Oakley,Ha 2,456.61465466503,150.558424691197
51.252926,-0.483648,"ə, ʌ",East Clandon,Sr 2,505.809464301962,151.566659112525
51.264036,1.256024,"ə, ʌ",Staple,K 3,627.126466742479,156.746459819591
51.282598,-0.247666,"ə, ʌ",Walton-on-the-Hill,Sr 1,522.196273430259,155.23223705422
51.309006,-2.137016,"ə, ʌ",Steeple Ashton,W 5,390.450562765858,156.719533385485
51.327415,-2.719179,"ə, ʌ",Blagdon,So 2,349.896592239744,159.003212507007
